Time,Jerk,Acceleration,Velocity,Position,J1,J2,J3,J4,J5,J6
0.877,-1000,421.980,310.680,103.570,-27.59,33.96,-56.4,-53.86,34.99,48.29
0.878,-1000,420.990,311.090,103.880,-27.57,33.97,-56.4,-53.85,34.98,48.28
0.879,-1000,419.980,311.520,104.200,-27.56,33.99,-56.41,-53.84,34.96,48.27
0.880,-1000,418.980,311.940,104.510,-27.55,34,-56.42,-53.83,34.95,48.27
0.881,-1000,417.980,312.360,104.820,-27.53,34.01,-56.43,-53.82,34.94,48.26
0.882,-1000,416.990,312.770,105.130,-27.51,34.03,-56.43,-53.81,34.92,48.25
0.883,-1000,415.980,313.190,105.450,-27.5,34.04,-56.44,-53.79,34.91,48.25
0.884,-1000,414.980,313.610,105.760,-27.48,34.05,-56.45,-53.78,34.89,48.24
0.885,-1000,413.980,314.020,106.080,-27.47,34.06,-56.46,-53.77,34.88,48.23
0.886,-1000,412.980,314.440,106.390,-27.45,34.08,-56.47,-53.76,34.87,48.22
0.887,-1000,411.980,314.850,106.700,-27.44,34.09,-56.47,-53.75,34.85,48.22
0.888,-1000,410.980,315.260,107.020,-27.42,34.1,-56.48,-53.74,34.84,48.21
0.889,-1000,409.980,315.670,107.340,-27.41,34.12,-56.49,-53.72,34.82,48.2
0.890,-1000,408.970,316.080,107.650,-27.39,34.13,-56.5,-53.71,34.81,48.19
0.891,-1000,407.980,316.490,107.970,-27.38,34.14,-56.5,-53.7,34.8,48.19
0.892,-1000,406.990,316.890,108.280,-27.36,34.15,-56.51,-53.69,34.78,48.18
0.893,-1000,405.990,317.300,108.600,-27.35,34.17,-56.52,-53.68,34.77,48.17
0.894,-1000,405.020,317.690,108.910,-27.33,34.18,-56.53,-53.67,34.75,48.16
0.895,-1000,404.020,318.090,109.220,-27.32,34.19,-56.54,-53.65,34.74,48.16
0.896,-1000,403.060,318.480,109.530,-27.3,34.21,-56.54,-53.64,34.72,48.15
0.897,-1000,401.840,318.970,109.920,-27.29,34.22,-56.55,-53.63,34.71,48.14
0.898,-1000,400.870,319.360,110.230,-27.27,34.23,-56.56,-53.62,34.69,48.13
0.899,-1000,399.900,319.750,110.540,-27.26,34.24,-56.57,-53.6,34.68,48.13
0.900,-1000,398.940,320.140,110.850,-27.24,34.26,-56.57,-53.59,34.67,48.12
0.901,-1000,397.960,320.530,111.160,-27.23,34.27,-56.58,-53.58,34.65,48.11
0.902,-1000,397.000,320.910,111.460,-27.21,34.28,-56.59,-53.57,34.64,48.1
0.903,-1000,396.060,321.280,111.770,-27.2,34.3,-56.6,-53.55,34.62,48.09
0.904,-1000,395.070,321.670,112.090,-27.18,34.31,-56.61,-53.54,34.61,48.09
0.905,-1000,393.810,322.170,112.490,-27.17,34.32,-56.61,-53.53,34.59,48.08
0.906,-1000,392.820,322.560,112.810,-27.15,34.34,-56.62,-53.52,34.58,48.07
0.907,-1000,391.840,322.940,113.130,-27.14,34.35,-56.63,-53.51,34.56,48.06
0.908,-1000,390.870,323.320,113.440,-27.12,34.36,-56.64,-53.49,34.55,48.06
0.909,-1000,389.910,323.700,113.750,-27.11,34.37,-56.65,-53.48,34.54,48.05
0.910,-1000,388.960,324.070,114.060,-27.09,34.39,-56.66,-53.47,34.52,48.04
0.911,-1000,387.990,324.440,114.370,-27.07,34.4,-56.66,-53.46,34.5,48.03
0.912,-1000,387.030,324.820,114.680,-27.06,34.42,-56.67,-53.44,34.49,48.02
0.913,-1000,386.060,325.190,115.000,-27.04,34.43,-56.68,-53.43,34.48,48.02
0.914,-1000,384.810,325.670,115.410,-27.03,34.44,-56.69,-53.42,34.46,48.01
0.915,-1000,383.830,326.050,115.730,-27.01,34.45,-56.69,-53.41,34.45,48
0.916,-1000,382.850,326.420,116.050,-27,34.47,-56.7,-53.39,34.43,47.99
0.917,-1000,381.890,326.790,116.360,-26.98,34.48,-56.71,-53.38,34.42,47.99
0.918,-1000,380.920,327.160,116.680,-26.97,34.49,-56.72,-53.37,34.41,47.98
0.919,-1000,379.940,327.540,117.000,-26.95,34.5,-56.73,-53.36,34.39,47.97
0.920,-1000,378.960,327.910,117.320,-26.93,34.52,-56.74,-53.35,34.38,47.96
0.921,-1000,377.970,328.280,117.640,-26.91,34.53,-56.74,-53.33,34.36,47.95
0.922,-1000,377.000,328.650,117.960,-26.9,34.54,-56.75,-53.32,34.34,47.94
0.923,-1000,376.010,329.020,118.290,-26.88,34.56,-56.76,-53.3,34.33,47.94
0.924,-1000,375.040,329.390,118.610,-26.87,34.57,-56.77,-53.29,34.31,47.93
0.925,-1000,374.060,329.750,118.930,-26.85,34.59,-56.77,-53.28,34.3,47.92
0.926,-1000,372.780,330.230,119.350,-26.84,34.6,-56.78,-53.27,34.28,47.91
0.927,-1000,371.800,330.600,119.680,-26.82,34.61,-56.79,-53.25,34.27,47.9
0.928,-1000,370.840,330.950,119.990,-26.81,34.62,-56.8,-53.24,34.26,47.9
0.929,-1000,369.890,331.300,120.310,-26.79,34.64,-56.81,-53.23,34.24,47.89
0.930,-1000,368.960,331.650,120.620,-26.77,34.65,-56.82,-53.22,34.22,47.88
0.931,-1000,368.000,332.000,120.940,-26.76,34.67,-56.82,-53.2,34.21,47.87
0.932,-1000,366.770,332.450,121.340,-26.74,34.68,-56.83,-53.19,34.2,47.86
0.933,-1000,365.810,332.800,121.660,-26.73,34.69,-56.84,-53.18,34.18,47.85
0.934,-1000,364.840,333.160,121.980,-26.71,34.7,-56.85,-53.16,34.17,47.85
0.935,-1000,363.880,333.510,122.310,-26.69,34.72,-56.85,-53.15,34.15,47.84
0.936,-1000,362.910,333.860,122.630,-26.67,34.73,-56.86,-53.14,34.14,47.83
0.937,-1000,361.950,334.210,122.950,-26.66,34.75,-56.87,-53.13,34.12,47.82
0.938,-1000,360.760,334.640,123.350,-26.64,34.76,-56.88,-53.11,34.1,47.81
0.939,-1000,359.800,334.980,123.670,-26.63,34.77,-56.89,-53.1,34.09,47.8
0.940,-1000,358.840,335.330,123.990,-26.61,34.78,-56.9,-53.09,34.08,47.79
0.941,-1000,357.910,335.660,124.300,-26.59,34.8,-56.9,-53.07,34.06,47.78
0.942,-1000,356.970,336.000,124.620,-26.58,34.81,-56.91,-53.06,34.04,47.78
0.943,-1000,356.010,336.340,124.940,-26.56,34.83,-56.92,-53.05,34.03,47.77
0.944,-1000,354.780,336.780,125.360,-26.55,34.84,-56.93,-53.03,34.01,47.76
0.945,-1000,353.820,337.120,125.680,-26.53,34.85,-56.94,-53.02,34,47.75
0.946,-1000,352.890,337.450,125.990,-26.51,34.86,-56.95,-53.01,33.99,47.74
0.947,-1000,351.950,337.780,126.310,-26.5,34.88,-56.95,-52.99,33.97,47.73
0.948,-1000,351.000,338.110,126.630,-26.48,34.89,-56.96,-52.98,33.95,47.72
0.949,-1000,349.750,338.550,127.050,-26.47,34.91,-56.97,-52.96,33.94,47.72
0.950,-1000,348.780,338.890,127.380,-26.45,34.92,-56.98,-52.95,33.92,47.71
0.951,-1000,347.820,339.220,127.710,-26.43,34.93,-56.98,-52.94,33.91,47.7
0.952,-1000,346.880,339.550,128.030,-26.41,34.94,-56.99,-52.93,33.89,47.69
0.953,-1000,345.920,339.880,128.350,-26.4,34.96,-57,-52.91,33.88,47.68
0.954,-1000,344.980,340.210,128.670,-26.38,34.97,-57.01,-52.9,33.86,47.67
0.955,-1000,344.010,340.540,129.000,-26.37,34.99,-57.02,-52.88,33.85,47.66
0.956,-1000,342.750,340.970,129.430,-26.35,35,-57.03,-52.87,33.83,47.65
0.957,-1000,341.810,341.300,129.750,-26.34,35.01,-57.03,-52.86,33.82,47.64
0.958,-1000,340.860,341.620,130.080,-26.32,35.03,-57.04,-52.84,33.8,47.64
0.959,-1000,339.910,341.940,130.400,-26.3,35.04,-57.05,-52.83,33.78,47.63
0.960,-1000,338.990,342.260,130.720,-26.28,35.05,-57.06,-52.81,33.77,47.62
0.961,-1000,337.750,342.670,131.140,-26.27,35.07,-57.07,-52.8,33.75,47.61
0.962,-1000,336.780,343.000,131.480,-26.25,35.08,-57.07,-52.79,33.74,47.6
0.963,-1000,335.830,343.320,131.800,-26.24,35.09,-57.08,-52.78,33.72,47.59
0.964,-1000,334.880,343.640,132.130,-26.22,35.11,-57.09,-52.76,33.7,47.58
0.965,-1000,333.930,343.960,132.450,-26.2,35.12,-57.1,-52.74,33.69,47.57
0.966,-1000,332.970,344.280,132.780,-26.18,35.14,-57.11,-52.73,33.67,47.56
0.967,-1000,331.990,344.600,133.120,-26.17,35.15,-57.12,-52.72,33.66,47.55
0.968,-1000,330.760,345.010,133.550,-26.15,35.16,-57.12,-52.7,33.64,47.54
0.969,-1000,329.780,345.330,133.880,-26.13,35.18,-57.13,-52.69,33.63,47.53
0.970,-1000,328.830,345.650,134.210,-26.12,35.19,-57.14,-52.68,33.61,47.53
0.971,-1000,327.870,345.960,134.540,-26.1,35.2,-57.15,-52.66,33.6,47.52
0.972,-1000,326.900,346.280,134.880,-26.08,35.21,-57.16,-52.65,33.58,47.51
0.973,-1000,325.920,346.600,135.220,-26.07,35.23,-57.17,-52.64,33.56,47.5
0.974,-1000,324.940,346.920,135.560,-26.05,35.24,-57.17,-52.62,33.55,47.49
0.975,-1000,323.960,347.240,135.900,-26.03,35.26,-57.18,-52.61,33.53,47.48
0.976,-1000,322.740,347.630,136.320,-26.02,35.27,-57.19,-52.59,33.52,47.47
0.977,-1000,321.790,347.940,136.650,-26,35.28,-57.2,-52.58,33.5,47.46
0.978,-1000,320.810,348.250,136.990,-25.98,35.3,-57.21,-52.56,33.49,47.45
0.979,-1000,319.870,348.550,137.320,-25.96,35.31,-57.22,-52.55,33.47,47.44
0.980,-1000,318.950,348.850,137.640,-25.95,35.33,-57.22,-52.53,33.45,47.43
0.981,-1000,317.720,349.240,138.070,-25.93,35.34,-57.23,-52.52,33.44,47.42
0.982,-1000,316.720,349.560,138.420,-25.91,35.35,-57.24,-52.51,33.42,47.41
0.983,-1000,315.750,349.860,138.760,-25.9,35.37,-57.25,-52.49,33.41,47.4
0.984,-1000,314.800,350.160,139.090,-25.88,35.38,-57.25,-52.48,33.39,47.39
0.985,-1000,313.870,350.450,139.420,-25.86,35.39,-57.26,-52.46,33.37,47.38
0.986,-1000,312.940,350.750,139.740,-25.84,35.41,-57.27,-52.45,33.36,47.37
0.987,-1000,311.710,351.130,140.180,-25.83,35.42,-57.28,-52.43,33.34,47.36
0.988,-1000,310.750,351.430,140.510,-25.81,35.43,-57.29,-52.42,33.33,47.35
0.989,-1000,309.800,351.720,140.850,-25.8,35.45,-57.3,-52.4,33.31,47.34
0.990,-1000,308.850,352.020,141.180,-25.77,35.46,-57.31,-52.39,33.29,47.33
0.991,-1000,307.880,352.320,141.520,-25.76,35.48,-57.31,-52.38,33.28,47.32
0.992,-1000,306.910,352.620,141.870,-25.74,35.49,-57.32,-52.36,33.26,47.31
0.993,-1000,305.930,352.920,142.210,-25.72,35.5,-57.33,-52.34,33.25,47.3
0.994,-1000,304.680,353.300,142.650,-25.71,35.52,-57.34,-52.33,33.23,47.29
0.995,-1000,303.720,353.590,142.990,-25.69,35.53,-57.35,-52.32,33.22,47.28
0.996,-1000,302.780,353.880,143.330,-25.67,35.54,-57.35,-52.3,33.2,47.27
0.997,-1000,301.800,354.170,143.670,-25.66,35.56,-57.36,-52.29,33.18,47.26
0.998,-1000,300.810,354.470,144.020,-25.64,35.57,-57.37,-52.27,33.17,47.25
0.999,-1000,299.850,354.760,144.360,-25.62,35.58,-57.38,-52.26,33.15,47.24
0.100,-1000,298.880,355.050,144.710,-25.6,35.6,-57.39,-52.24,33.13,47.23
0.100,-1000,297.680,355.400,145.130,-25.59,35.61,-57.4,-52.23,33.12,47.22
0.100,-1000,296.720,355.690,145.480,-25.57,35.63,-57.4,-52.21,33.1,47.21
0.100,-1000,295.780,355.970,145.810,-25.55,35.64,-57.41,-52.2,33.09,47.2
0.100,-1000,294.840,356.250,146.140,-25.53,35.65,-57.42,-52.18,33.07,47.19
0.101,-1000,293.890,356.530,146.480,-25.51,35.67,-57.43,-52.16,33.05,47.18
0.101,-1000,292.920,356.810,146.830,-25.5,35.68,-57.44,-52.15,33.04,47.17
0.101,-1000,291.690,357.170,147.270,-25.48,35.7,-57.45,-52.13,33.02,47.16
0.101,-1000,290.740,357.450,147.610,-25.46,35.71,-57.45,-52.12,33,47.15
0.101,-1000,289.790,357.720,147.950,-25.44,35.72,-57.46,-52.11,32.99,47.14
0.101,-1000,288.860,357.990,148.280,-25.43,35.74,-57.47,-52.09,32.97,47.13
0.101,-1000,287.660,358.340,148.710,-25.41,35.75,-57.48,-52.07,32.95,47.12
0.101,-1000,286.710,358.610,149.050,-25.39,35.77,-57.49,-52.06,32.94,47.11
0.101,-1000,285.760,358.880,149.390,-25.38,35.78,-57.49,-52.04,32.92,47.1
0.101,-1000,284.810,359.150,149.730,-25.35,35.79,-57.5,-52.03,32.9,47.09
0.102,-1000,283.870,359.420,150.070,-25.34,35.81,-57.51,-52.01,32.89,47.08
0.102,-1000,282.920,359.690,150.410,-25.32,35.82,-57.52,-52,32.87,47.07
0.102,-1000,281.710,360.030,150.850,-25.3,35.83,-57.53,-51.98,32.86,47.06
0.102,-1000,280.770,360.300,151.180,-25.28,35.85,-57.54,-51.97,32.84,47.05
0.102,-1000,279.820,360.560,151.530,-25.27,35.86,-57.55,-51.95,32.82,47.03
0.102,-1000,278.850,360.830,151.880,-25.25,35.88,-57.55,-51.93,32.81,47.02
0.102,-1000,277.910,361.100,152.220,-25.23,35.89,-57.56,-51.92,32.79,47.01
0.102,-1000,276.710,361.430,152.650,-25.22,35.9,-57.57,-51.9,32.77,47
0.102,-1000,275.770,361.690,152.990,-25.19,35.92,-57.58,-51.89,32.76,46.99
0.102,-1000,274.810,361.950,153.340,-25.18,35.93,-57.59,-51.87,32.74,46.98
0.103,-1000,273.840,362.220,153.690,-25.16,35.95,-57.59,-51.86,32.72,46.97
0.103,-1000,272.880,362.480,154.030,-25.14,35.96,-57.6,-51.84,32.71,46.96
0.103,-1000,271.670,362.810,154.480,-25.13,35.97,-57.61,-51.82,32.69,46.95
0.103,-1000,270.730,363.070,154.820,-25.11,35.99,-57.62,-51.81,32.68,46.94
0.103,-1000,269.790,363.320,155.160,-25.09,36,-57.63,-51.8,32.66,46.92
0.103,-1000,268.840,363.580,155.500,-25.07,36.02,-57.64,-51.78,32.64,46.91
0.103,-1000,267.890,363.830,155.850,-25.05,36.03,-57.64,-51.76,32.62,46.9
0.103,-1000,266.650,364.160,156.300,-25.04,36.04,-57.65,-51.75,32.61,46.89
0.103,-1000,265.710,364.410,156.640,-25.02,36.06,-57.66,-51.73,32.59,46.88
0.103,-1000,264.780,364.660,156.980,-25,36.07,-57.67,-51.72,32.57,46.87
0.104,-1000,263.860,364.900,157.320,-24.98,36.09,-57.68,-51.7,32.56,46.86
0.104,-1000,262.640,365.220,157.760,-24.96,36.1,-57.69,-51.68,32.54,46.85
0.104,-1000,261.670,365.480,158.120,-24.95,36.11,-57.69,-51.67,32.53,46.84
0.104,-1000,260.730,365.720,158.460,-24.93,36.13,-57.7,-51.65,32.51,46.83
0.104,-1000,259.770,365.970,158.810,-24.91,36.14,-57.71,-51.63,32.49,46.81
0.104,-1000,258.830,366.210,159.150,-24.89,36.16,-57.72,-51.62,32.47,46.8
0.104,-1000,257.870,366.460,159.510,-24.87,36.17,-57.73,-51.6,32.46,46.79
0.104,-1000,256.620,366.790,159.970,-24.85,36.18,-57.73,-51.58,32.44,46.78
0.104,-1000,255.660,367.030,160.320,-24.84,36.2,-57.74,-51.57,32.42,46.77
0.104,-1000,254.740,367.270,160.650,-24.81,36.21,-57.75,-51.55,32.4,46.76
0.105,-1000,253.810,367.500,161.000,-24.8,36.23,-57.76,-51.53,32.39,46.75
0.105,-1000,252.870,367.740,161.340,-24.78,36.24,-57.77,-51.52,32.37,46.73
0.105,-1000,251.640,368.050,161.800,-24.76,36.25,-57.78,-51.5,32.36,46.72
0.105,-1000,250.720,368.280,162.130,-24.74,36.27,-57.79,-51.49,32.34,46.71
0.105,-1000,249.760,368.520,162.490,-24.72,36.28,-57.79,-51.47,32.32,46.7
0.105,-1000,248.810,368.760,162.840,-24.71,36.3,-57.8,-51.45,32.3,46.69
0.105,-1000,247.590,369.060,163.290,-24.69,36.31,-57.81,-51.44,32.29,46.68
0.105,-1000,246.650,369.290,163.630,-24.67,36.32,-57.82,-51.42,32.27,46.67
0.105,-1000,245.710,369.530,163.980,-24.65,36.34,-57.83,-51.4,32.26,46.65
0.105,-1000,244.750,369.760,164.340,-24.63,36.35,-57.84,-51.39,32.24,46.64
0.106,-1000,243.830,369.990,164.680,-24.61,36.37,-57.84,-51.37,32.22,46.63
0.106,-1000,242.590,370.290,165.140,-24.6,36.38,-57.85,-51.35,32.2,46.62
0.106,-1000,241.640,370.520,165.490,-24.58,36.39,-57.86,-51.34,32.19,46.61
0.106,-1000,240.710,370.740,165.830,-24.56,36.4,-57.87,-51.32,32.17,46.6
0.106,-1000,239.750,370.970,166.190,-24.54,36.42,-57.88,-51.3,32.15,46.58
0.106,-1000,238.810,371.200,166.540,-24.52,36.44,-57.88,-51.28,32.13,46.57
0.106,-1000,237.580,371.490,167.000,-24.5,36.45,-57.89,-51.27,32.12,46.56
0.106,-1000,236.610,371.720,167.360,-24.49,36.46,-57.9,-51.25,32.1,46.55
0.106,-1000,235.650,371.950,167.710,-24.47,36.48,-57.91,-51.23,32.09,46.54
0.106,-1000,234.720,372.160,168.060,-24.45,36.49,-57.92,-51.22,32.07,46.52
0.107,-1000,233.790,372.380,168.400,-24.43,36.51,-57.93,-51.2,32.05,46.51
0.107,-1000,232.580,372.670,168.860,-24.41,36.52,-57.93,-51.18,32.03,46.5
0.107,-1000,231.620,372.890,169.210,-24.39,36.53,-57.94,-51.17,32.02,46.49
0.107,-1000,230.710,373.100,169.550,-24.37,36.54,-57.95,-51.15,32,46.48
0.107,-1000,229.770,373.310,169.900,-24.35,36.56,-57.96,-51.13,31.98,46.46
0.107,-1000,228.840,373.530,170.250,-24.34,36.57,-57.97,-51.11,31.96,46.45
0.107,-1000,227.580,373.810,170.720,-24.32,36.59,-57.97,-51.1,31.95,46.44
0.107,-1000,226.610,374.040,171.080,-24.3,36.6,-57.98,-51.08,31.93,46.43
0.107,-1000,225.670,374.250,171.440,-24.28,36.61,-57.99,-51.06,31.91,46.41
0.107,-1000,224.760,374.450,171.780,-24.26,36.63,-58,-51.04,31.89,46.4
0.108,-1000,223.840,374.660,172.120,-24.24,36.64,-58.01,-51.03,31.88,46.39
0.108,-1000,222.590,374.940,172.590,-24.22,36.66,-58.02,-51.01,31.86,46.38
0.108,-1000,221.660,375.150,172.940,-24.2,36.67,-58.03,-50.99,31.85,46.36
0.108,-1000,220.750,375.350,173.280,-24.18,36.69,-58.03,-50.97,31.83,46.35
0.108,-1000,219.800,375.560,173.640,-24.17,36.7,-58.04,-50.96,31.81,46.34
0.108,-1000,218.830,375.770,174.000,-24.15,36.71,-58.05,-50.94,31.79,46.33
0.108,-1000,217.590,376.040,174.470,-24.13,36.73,-58.06,-50.92,31.78,46.31
0.108,-1000,216.650,376.240,174.820,-24.11,36.74,-58.06,-50.91,31.76,46.3
0.108,-1000,215.720,376.450,175.170,-24.09,36.75,-58.07,-50.89,31.74,46.29
0.108,-1000,214.780,376.650,175.520,-24.07,36.77,-58.08,-50.87,31.72,46.27
0.109,-1000,213.540,376.910,175.990,-24.05,36.78,-58.09,-50.85,31.71,46.26
0.109,-1000,212.590,377.110,176.350,-24.03,36.8,-58.1,-50.83,31.69,46.25
0.109,-1000,211.660,377.310,176.700,-24.01,36.81,-58.11,-50.82,31.67,46.24
0.109,-1000,210.710,377.510,177.060,-23.99,36.82,-58.12,-50.8,31.65,46.22
0.109,-1000,209.770,377.710,177.410,-23.98,36.84,-58.12,-50.78,31.64,46.21
0.109,-1000,208.540,377.970,177.880,-23.96,36.85,-58.13,-50.76,31.62,46.2
0.109,-1000,207.590,378.170,178.240,-23.94,36.87,-58.14,-50.75,31.6,46.19
0.109,-1000,206.640,378.360,178.600,-23.92,36.88,-58.15,-50.73,31.59,46.17
0.109,-1000,205.690,378.560,178.960,-23.9,36.89,-58.16,-50.71,31.56,46.16
0.109,-1000,204.740,378.750,179.310,-23.88,36.91,-58.16,-50.69,31.55,46.15
0.110,-1000,203.780,378.950,179.680,-23.86,36.92,-58.17,-50.67,31.53,46.13
0.110,-1000,202.580,379.190,180.130,-23.84,36.94,-58.18,-50.66,31.51,46.12
0.110,-1000,201.660,379.380,180.480,-23.82,36.95,-58.19,-50.64,31.49,46.11
0.110,-1000,200.740,379.560,180.830,-23.8,36.97,-58.2,-50.62,31.48,46.09
0.110,-1000,199.780,379.760,181.200,-23.78,36.98,-58.21,-50.6,31.46,46.08
0.110,-1000,198.530,380.000,181.670,-23.77,36.99,-58.21,-50.58,31.44,46.07
0.110,-1000,197.560,380.200,182.040,-23.75,37.01,-58.22,-50.56,31.43,46.05
0.110,-1000,196.630,380.380,182.400,-23.72,37.02,-58.23,-50.55,31.41,46.04
0.110,-1000,195.690,380.570,182.750,-23.71,37.03,-58.24,-50.53,31.39,46.03
0.110,-1000,194.750,380.750,183.110,-23.69,37.05,-58.25,-50.51,31.37,46.01
0.111,-1000,193.790,380.930,183.470,-23.67,37.06,-58.25,-50.49,31.36,46
0.111,-1000,192.560,381.170,183.950,-23.65,37.08,-58.26,-50.47,31.34,45.99
0.111,-1000,191.630,381.350,184.300,-23.63,37.09,-58.27,-50.45,31.32,45.98
0.111,-1000,190.700,381.530,184.650,-23.61,37.11,-58.28,-50.43,31.3,45.96
0.111,-1000,189.510,381.750,185.110,-23.59,37.12,-58.29,-50.42,31.29,45.95
0.111,-1000,188.550,381.940,185.470,-23.57,37.13,-58.3,-50.4,31.27,45.93
0.111,-1000,187.620,382.110,185.830,-23.55,37.15,-58.3,-50.38,31.25,45.92
0.111,-1000,186.680,382.290,186.190,-23.53,37.16,-58.31,-50.36,31.23,45.9
0.111,-1000,185.760,382.460,186.540,-23.51,37.18,-58.32,-50.34,31.21,45.89
0.111,-1000,184.500,382.690,187.020,-23.5,37.19,-58.33,-50.32,31.2,45.88
0.112,-1000,183.530,382.870,187.390,-23.48,37.2,-58.34,-50.3,31.18,45.86
0.112,-1000,182.600,383.040,187.750,-23.45,37.22,-58.35,-50.29,31.16,45.85
0.112,-1000,181.660,383.210,188.110,-23.44,37.23,-58.35,-50.26,31.14,45.84
0.112,-1000,180.740,383.380,188.460,-23.42,37.25,-58.36,-50.25,31.13,45.82
0.112,-1000,179.480,383.610,188.950,-23.4,37.26,-58.37,-50.23,31.11,45.81
0.112,-1000,178.500,383.780,189.320,-23.38,37.27,-58.38,-50.21,31.09,45.8
0.112,-1000,177.540,383.950,189.690,-23.36,37.29,-58.38,-50.19,31.07,45.78
0.112,-1000,176.600,384.120,190.050,-23.34,37.3,-58.39,-50.17,31.06,45.77
0.112,-1000,175.630,384.290,190.430,-23.32,37.31,-58.4,-50.15,31.04,45.75
0.112,-1000,174.670,384.460,190.790,-23.3,37.33,-58.41,-50.13,31.02,45.74
0.113,-1000,173.740,384.620,191.150,-23.28,37.34,-58.42,-50.11,31,45.72
0.113,-1000,172.480,384.840,191.640,-23.26,37.36,-58.43,-50.09,30.99,45.71
0.113,-1000,171.520,385.000,192.010,-23.24,37.37,-58.43,-50.08,30.97,45.7
0.113,-1000,170.600,385.160,192.360,-23.22,37.38,-58.44,-50.06,30.95,45.68
0.113,-1000,169.670,385.320,192.720,-23.2,37.4,-58.45,-50.04,30.93,45.67
0.113,-1000,168.490,385.520,193.170,-23.18,37.41,-58.46,-50.02,30.91,45.65
0.113,-1000,167.520,385.680,193.550,-23.16,37.43,-58.47,-50,30.9,45.64
0.113,-1000,166.610,385.830,193.900,-23.14,37.44,-58.48,-49.98,30.88,45.62
0.113,-1000,165.710,385.980,194.240,-23.12,37.46,-58.48,-49.96,30.86,45.61
0.113,-1000,164.460,386.190,194.730,-23.1,37.47,-58.49,-49.94,30.84,45.6
0.114,-1000,163.490,386.350,195.100,-23.08,37.48,-58.5,-49.92,30.83,45.58
0.114,-1000,162.560,386.500,195.460,-23.07,37.5,-58.51,-49.9,30.81,45.57
0.114,-1000,161.610,386.650,195.830,-23.04,37.51,-58.52,-49.88,30.79,45.55
0.114,-1000,160.660,386.810,196.190,-23.02,37.53,-58.52,-49.86,30.77,45.54
0.114,-1000,159.460,387.000,196.660,-23,37.54,-58.53,-49.84,30.75,45.52
0.114,-1000,158.490,387.150,197.040,-22.99,37.55,-58.54,-49.82,30.74,45.51
0.114,-1000,157.530,387.300,197.410,-22.97,37.57,-58.55,-49.8,30.72,45.5
0.114,-1000,156.590,387.450,197.770,-22.94,37.58,-58.56,-49.79,30.7,45.48
0.114,-1000,155.680,387.590,198.120,-22.92,37.59,-58.56,-49.76,30.68,45.46
0.114,-1000,154.450,387.780,198.600,-22.91,37.61,-58.57,-49.74,30.66,45.45
0.115,-1000,153.500,387.930,198.970,-22.89,37.62,-58.58,-49.72,30.65,45.44
0.115,-1000,152.560,388.070,199.330,-22.86,37.63,-58.59,-49.71,30.63,45.42
0.115,-1000,151.620,388.220,199.700,-22.84,37.65,-58.6,-49.68,30.61,45.4
0.115,-1000,150.440,388.400,200.160,-22.83,37.66,-58.6,-49.66,30.59,45.39
0.115,-1000,149.480,388.540,200.530,-22.81,37.68,-58.61,-49.64,30.57,45.38
0.115,-1000,148.540,388.680,200.900,-22.78,37.69,-58.62,-49.63,30.56,45.36
0.115,-1000,147.600,388.820,201.260,-22.76,37.71,-58.63,-49.6,30.54,45.34
0.115,-1000,146.670,388.960,201.620,-22.75,37.72,-58.64,-49.58,30.52,45.33
0.115,-1000,145.430,389.140,202.100,-22.73,37.73,-58.64,-49.56,30.5,45.32
0.115,-1000,144.460,389.280,202.480,-22.71,37.75,-58.65,-49.54,30.48,45.3
0.116,-1000,143.510,389.410,202.850,-22.69,37.76,-58.66,-49.52,30.47,45.29
0.116,-1000,142.560,389.550,203.220,-22.66,37.77,-58.67,-49.5,30.45,45.27
0.116,-1000,141.610,389.690,203.590,-22.64,37.79,-58.68,-49.48,30.43,45.25
0.116,-1000,140.680,389.820,203.950,-22.63,37.8,-58.68,-49.46,30.41,45.24
0.116,-1000,139.450,389.990,204.440,-22.61,37.82,-58.69,-49.44,30.39,45.22
0.116,-1000,138.490,390.120,204.810,-22.59,37.83,-58.7,-49.42,30.38,45.21
0.116,-1000,137.560,390.250,205.170,-22.56,37.84,-58.71,-49.4,30.36,45.19
0.116,-1000,136.660,390.370,205.530,-22.54,37.86,-58.72,-49.38,30.34,45.18
0.116,-1000,135.450,390.540,206.000,-22.53,37.87,-58.72,-49.36,30.32,45.16
0.116,-1000,134.500,390.670,206.370,-22.51,37.88,-58.73,-49.34,30.31,45.15
0.117,-1000,133.570,390.790,206.730,-22.48,37.9,-58.74,-49.32,30.28,45.13
0.117,-1000,132.630,390.920,207.100,-22.46,37.91,-58.75,-49.3,30.27,45.11
0.117,-1000,131.410,391.080,207.570,-22.44,37.93,-58.76,-49.28,30.25,45.1
0.117,-1000,130.450,391.200,207.950,-22.43,37.94,-58.76,-49.26,30.23,45.08
0.117,-1000,129.530,391.320,208.310,-22.4,37.95,-58.77,-49.24,30.22,45.07
0.117,-1000,128.600,391.440,208.680,-22.38,37.97,-58.78,-49.21,30.19,45.05
0.117,-1000,127.410,391.600,209.140,-22.36,37.98,-58.79,-49.19,30.18,45.04
0.117,-1000,126.450,391.720,209.520,-22.34,37.99,-58.8,-49.17,30.16,45.02
0.117,-1000,125.500,391.840,209.890,-22.32,38.01,-58.81,-49.15,30.14,45.01
