Time,Jerk,Acceleration,Velocity,Position,J1,J2,J3,J4,J5,J6
0.000,0,0.000,0.000,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.001,1000,0.730,0.000,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.002,1000,1.630,0.000,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.003,1000,2.550,0.000,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.004,1000,3.700,0.010,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.005,1000,4.590,0.010,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.006,1000,5.740,0.020,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.007,1000,6.630,0.020,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.008,1000,7.760,0.030,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.009,1000,8.650,0.040,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.010,1000,9.550,0.050,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.011,1000,10.690,0.060,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.012,1000,11.590,0.070,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.013,1000,12.710,0.080,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.014,1000,13.620,0.090,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.015,1000,14.750,0.110,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.016,1000,15.640,0.120,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.017,1000,16.750,0.140,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.018,1000,17.640,0.160,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.019,1000,18.760,0.180,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.020,1000,19.680,0.190,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.021,1000,20.580,0.210,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.022,1000,21.730,0.240,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.023,1000,22.620,0.260,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.024,1000,23.770,0.280,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.025,1000,24.690,0.300,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.026,1000,25.800,0.330,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.027,1000,26.720,0.360,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.028,1000,27.610,0.380,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.029,1000,28.750,0.410,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.030,1000,29.630,0.440,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.031,1000,30.760,0.470,0.000,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.032,1000,31.670,0.500,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.033,1000,32.790,0.540,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.034,1000,33.700,0.570,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.035,1000,34.610,0.600,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.036,1000,35.740,0.640,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.037,1000,36.620,0.670,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.038,1000,37.770,0.710,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.039,1000,38.680,0.750,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.040,1000,39.800,0.790,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.041,1000,40.700,0.830,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.042,1000,41.820,0.870,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.043,1000,42.730,0.910,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.044,1000,43.620,0.950,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.045,1000,44.740,1.000,0.010,-32.28,29.53,-53.57,-57.17,39.45,50.12
0.046,1000,45.630,1.040,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.047,1000,46.750,1.090,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.048,1000,47.630,1.130,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.049,1000,48.760,1.190,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.050,1000,49.650,1.230,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.051,1000,50.780,1.290,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.052,1000,51.680,1.340,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.053,1000,52.800,1.390,0.020,-32.27,29.53,-53.57,-57.17,39.45,50.12
0.054,1000,53.700,1.440,0.030,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.055,1000,54.800,1.500,0.030,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.056,1000,55.700,1.550,0.030,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.057,1000,56.820,1.610,0.030,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.058,1000,57.710,1.670,0.030,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.059,1000,58.830,1.730,0.030,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.060,1000,59.730,1.780,0.040,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.061,1000,60.630,1.840,0.040,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.062,1000,61.750,1.910,0.040,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.063,1000,62.670,1.960,0.040,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.064,1000,63.810,2.040,0.040,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.065,1000,64.740,2.100,0.050,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.066,1000,65.630,2.150,0.050,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.067,1000,66.760,2.230,0.050,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.068,1000,67.670,2.290,0.050,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.069,1000,68.800,2.370,0.050,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.070,1000,69.710,2.430,0.060,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.071,1000,70.840,2.510,0.060,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.072,1000,71.750,2.570,0.060,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.073,1000,72.630,2.640,0.060,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.074,1000,73.770,2.720,0.070,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.075,1000,74.660,2.790,0.070,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.076,1000,75.800,2.870,0.070,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.077,1000,76.680,2.940,0.080,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.078,1000,77.810,3.030,0.080,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.079,1000,78.680,3.100,0.080,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.080,1000,79.810,3.180,0.080,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.081,1000,80.700,3.260,0.090,-32.27,29.53,-53.58,-57.17,39.45,50.12
0.082,1000,81.810,3.350,0.090,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.083,1000,82.700,3.420,0.090,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.084,1000,83.820,3.510,0.100,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.085,1000,84.710,3.590,0.100,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.086,1000,85.820,3.680,0.110,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.087,1000,86.710,3.760,0.110,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.088,1000,87.820,3.860,0.110,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.089,1000,88.690,3.930,0.120,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.090,1000,89.810,4.030,0.120,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.091,1000,90.710,4.110,0.120,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.092,1000,91.830,4.220,0.130,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.093,1000,92.710,4.300,0.130,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.094,1000,93.830,4.400,0.140,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.095,1000,94.730,4.490,0.140,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.096,1000,95.840,4.590,0.150,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.097,1000,96.730,4.680,0.150,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.098,1000,97.870,4.790,0.160,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.099,1000,98.780,4.880,0.160,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.100,1000,99.690,4.970,0.170,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.101,1000,100.810,5.080,0.170,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.102,1000,101.720,5.170,0.180,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.103,1000,102.850,5.290,0.180,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.104,1000,103.780,5.380,0.190,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.105,1000,104.900,5.500,0.190,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.106,1000,105.770,5.590,0.200,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.107,1000,106.690,5.690,0.200,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.108,1000,107.810,5.810,0.210,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.109,1000,108.720,5.910,0.210,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.110,1000,109.850,6.030,0.220,-32.27,29.54,-53.58,-57.17,39.45,50.12
0.111,1000,110.750,6.130,0.230,-32.27,29.54,-53.58,-57.17,39.44,50.12
0.112,1000,111.870,6.260,0.230,-32.27,29.54,-53.58,-57.17,39.44,50.12
0.113,1000,112.780,6.360,0.240,-32.27,29.54,-53.58,-57.17,39.44,50.12
0.114,1000,113.890,6.490,0.250,-32.27,29.54,-53.58,-57.17,39.44,50.12
0.115,1000,114.780,6.590,0.250,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.116,1000,115.900,6.720,0.260,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.117,1000,116.780,6.820,0.270,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.118,1000,117.700,6.930,0.270,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.119,1000,118.840,7.060,0.280,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.120,1000,119.730,7.170,0.290,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.121,1000,120.860,7.300,0.290,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.122,1000,121.760,7.410,0.300,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.123,1000,122.890,7.550,0.310,-32.26,29.54,-53.58,-57.17,39.44,50.12
0.124,1000,123.830,7.670,0.320,-32.26,29.55,-53.58,-57.17,39.44,50.12
0.125,1000,124.730,7.780,0.320,-32.26,29.55,-53.58,-57.17,39.44,50.12
0.126,1000,125.870,7.920,0.330,-32.26,29.55,-53.58,-57.16,39.44,50.12
0.127,1000,126.760,8.030,0.340,-32.26,29.55,-53.58,-57.16,39.44,50.12
0.128,1000,127.890,8.180,0.350,-32.26,29.55,-53.58,-57.16,39.44,50.12
0.129,1000,128.790,8.290,0.360,-32.26,29.55,-53.58,-57.16,39.44,50.12
0.130,1000,129.930,8.440,0.370,-32.26,29.55,-53.58,-57.16,39.44,50.12
0.131,1000,130.850,8.560,0.370,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.132,1000,131.750,8.680,0.380,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.133,1000,132.870,8.830,0.390,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.134,1000,133.760,8.950,0.400,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.135,1000,134.890,9.100,0.410,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.136,1000,135.780,9.220,0.420,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.137,1000,136.930,9.370,0.430,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.138,1000,137.830,9.500,0.440,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.139,1000,138.720,9.620,0.440,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.140,1000,139.890,9.780,0.460,-32.26,29.55,-53.59,-57.16,39.44,50.12
0.141,1000,140.800,9.910,0.470,-32.26,29.55,-53.59,-57.16,39.43,50.12
0.142,1000,141.930,10.070,0.480,-32.26,29.55,-53.59,-57.16,39.43,50.12
0.143,1000,142.850,10.200,0.490,-32.25,29.55,-53.59,-57.16,39.43,50.12
0.144,1000,143.760,10.330,0.500,-32.25,29.55,-53.59,-57.16,39.43,50.12
0.145,1000,144.880,10.500,0.510,-32.25,29.55,-53.59,-57.16,39.43,50.12
0.146,1000,145.800,10.630,0.520,-32.25,29.55,-53.59,-57.16,39.43,50.12
0.147,1000,146.920,10.790,0.530,-32.25,29.55,-53.59,-57.16,39.43,50.12
0.148,1000,147.810,10.920,0.540,-32.25,29.55,-53.59,-57.16,39.43,50.12
0.149,1000,148.940,11.090,0.550,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.150,1000,149.850,11.230,0.560,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.151,1000,150.730,11.360,0.570,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.152,1000,151.880,11.530,0.580,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.153,1000,152.780,11.670,0.590,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.154,1000,153.920,11.850,0.610,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.155,1000,154.850,11.990,0.620,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.156,1000,155.750,12.130,0.630,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.157,1000,156.880,12.310,0.640,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.158,1000,157.780,12.450,0.650,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.159,1000,158.900,12.630,0.670,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.160,1000,159.820,12.770,0.680,-32.25,29.56,-53.59,-57.16,39.43,50.11
0.161,1000,160.950,12.950,0.690,-32.25,29.56,-53.59,-57.15,39.43,50.11
0.162,1000,161.850,13.100,0.710,-32.25,29.56,-53.6,-57.15,39.43,50.11
0.163,1000,162.960,13.280,0.720,-32.24,29.56,-53.6,-57.15,39.42,50.11
0.164,1000,163.870,13.430,0.730,-32.24,29.56,-53.6,-57.15,39.42,50.11
0.165,1000,164.760,13.570,0.750,-32.24,29.56,-53.6,-57.15,39.42,50.11
0.166,1000,165.890,13.760,0.760,-32.24,29.56,-53.6,-57.15,39.42,50.11
0.167,1000,166.800,13.910,0.770,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.168,1000,167.900,14.100,0.790,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.169,1000,168.830,14.250,0.800,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.170,1000,169.940,14.440,0.820,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.171,1000,170.850,14.590,0.830,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.172,1000,171.970,14.790,0.850,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.173,1000,172.880,14.940,0.860,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.174,1000,173.770,15.100,0.870,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.175,1000,174.890,15.290,0.890,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.176,1000,175.780,15.450,0.910,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.177,1000,176.910,15.650,0.920,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.178,1000,177.810,15.810,0.940,-32.24,29.57,-53.6,-57.15,39.42,50.11
0.179,1000,178.920,16.010,0.950,-32.23,29.57,-53.6,-57.15,39.41,50.11
0.180,1000,179.810,16.170,0.970,-32.23,29.57,-53.6,-57.15,39.41,50.11
0.181,1000,180.920,16.370,0.990,-32.23,29.57,-53.6,-57.15,39.41,50.11
0.182,1000,181.820,16.530,1.000,-32.23,29.58,-53.6,-57.15,39.41,50.11
0.183,1000,182.950,16.730,1.020,-32.23,29.58,-53.6,-57.15,39.41,50.11
0.184,1000,183.820,16.900,1.040,-32.23,29.58,-53.6,-57.15,39.41,50.11
0.185,1000,184.950,17.100,1.050,-32.23,29.58,-53.61,-57.14,39.41,50.11
0.186,1000,185.830,17.270,1.070,-32.23,29.58,-53.61,-57.14,39.41,50.11
0.187,1000,186.940,17.470,1.090,-32.23,29.58,-53.61,-57.14,39.41,50.11
0.188,1000,187.820,17.640,1.100,-32.23,29.58,-53.61,-57.14,39.41,50.11
0.189,1000,188.930,17.850,1.120,-32.23,29.58,-53.61,-57.14,39.41,50.11
0.190,1000,189.820,18.020,1.140,-32.23,29.58,-53.61,-57.14,39.41,50.11
0.191,1000,190.980,18.240,1.160,-32.23,29.58,-53.61,-57.14,39.41,50.11
0.192,1000,191.890,18.410,1.180,-32.22,29.58,-53.61,-57.14,39.41,50.11
0.193,1000,192.800,18.590,1.190,-32.22,29.58,-53.61,-57.14,39.4,50.11
0.194,1000,193.940,18.810,1.220,-32.22,29.59,-53.61,-57.14,39.4,50.11
0.195,1000,194.840,18.980,1.230,-32.22,29.59,-53.61,-57.14,39.4,50.11
0.196,1000,195.970,19.200,1.250,-32.22,29.59,-53.61,-57.14,39.4,50.11
0.197,1000,196.890,19.380,1.270,-32.22,29.59,-53.61,-57.14,39.4,50.11
0.198,1000,198.010,19.600,1.290,-32.22,29.59,-53.61,-57.14,39.4,50.1
0.199,1000,198.940,19.790,1.310,-32.22,29.59,-53.61,-57.14,39.4,50.1
0.200,1000,199.830,19.970,1.330,-32.22,29.59,-53.61,-57.14,39.4,50.1
0.201,1000,200.960,20.190,1.350,-32.22,29.59,-53.61,-57.14,39.4,50.1
0.202,1000,201.850,20.370,1.370,-32.22,29.59,-53.61,-57.14,39.4,50.1
0.203,1000,202.990,20.600,1.390,-32.22,29.59,-53.62,-57.14,39.4,50.1
0.204,1000,203.910,20.790,1.410,-32.21,29.59,-53.62,-57.13,39.4,50.1
0.205,1000,204.800,20.970,1.430,-32.21,29.59,-53.62,-57.13,39.39,50.1
0.206,1000,205.940,21.210,1.460,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.207,1000,206.830,21.390,1.470,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.208,1000,207.960,21.620,1.500,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.209,1000,208.860,21.810,1.520,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.210,1000,210.000,22.050,1.540,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.211,1000,210.920,22.240,1.560,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.212,1000,212.030,22.480,1.590,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.213,1000,212.930,22.670,1.610,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.214,1000,213.830,22.860,1.630,-32.21,29.6,-53.62,-57.13,39.39,50.1
0.215,1000,214.960,23.100,1.660,-32.2,29.6,-53.62,-57.13,39.39,50.1
0.216,1000,215.880,23.300,1.680,-32.2,29.61,-53.62,-57.13,39.38,50.1
0.217,1000,217.000,23.540,1.700,-32.2,29.61,-53.62,-57.13,39.38,50.1
0.218,1000,217.900,23.740,1.720,-32.2,29.61,-53.62,-57.13,39.38,50.1
0.219,1000,219.020,23.980,1.750,-32.2,29.61,-53.63,-57.13,39.38,50.1
0.220,1000,219.940,24.190,1.770,-32.2,29.61,-53.63,-57.12,39.38,50.1
0.221,1000,220.830,24.380,1.790,-32.2,29.61,-53.63,-57.12,39.38,50.1
0.222,1000,221.970,24.640,1.820,-32.2,29.61,-53.63,-57.12,39.38,50.1
0.223,1000,222.870,24.830,1.840,-32.2,29.61,-53.63,-57.12,39.38,50.1
0.224,1000,224.000,25.090,1.870,-32.19,29.61,-53.63,-57.12,39.38,50.1
0.225,1000,224.930,25.300,1.900,-32.19,29.62,-53.63,-57.12,39.38,50.1
0.226,1000,225.830,25.500,1.920,-32.19,29.62,-53.63,-57.12,39.37,50.1
0.227,1000,226.960,25.760,1.950,-32.19,29.62,-53.63,-57.12,39.37,50.1
0.228,1000,227.870,25.960,1.970,-32.19,29.62,-53.63,-57.12,39.37,50.1
0.229,1000,229.020,26.220,2.000,-32.19,29.62,-53.63,-57.12,39.37,50.1
0.230,1000,229.930,26.430,2.030,-32.19,29.62,-53.63,-57.12,39.37,50.09
0.231,1000,230.820,26.640,2.050,-32.19,29.62,-53.63,-57.12,39.37,50.09
0.232,1000,231.950,26.900,2.080,-32.19,29.62,-53.64,-57.12,39.37,50.09
0.233,1000,232.850,27.110,2.100,-32.18,29.62,-53.64,-57.12,39.37,50.09
0.234,1000,233.970,27.370,2.130,-32.18,29.63,-53.64,-57.11,39.37,50.09
0.235,1000,234.900,27.590,2.160,-32.18,29.63,-53.64,-57.11,39.36,50.09
0.236,1000,236.030,27.850,2.190,-32.18,29.63,-53.64,-57.11,39.36,50.09
0.237,1000,236.950,28.070,2.220,-32.18,29.63,-53.64,-57.11,39.36,50.09
0.238,1000,238.060,28.340,2.250,-32.18,29.63,-53.64,-57.11,39.36,50.09
0.239,1000,238.960,28.550,2.270,-32.18,29.63,-53.64,-57.11,39.36,50.09
0.240,1000,239.870,28.770,2.300,-32.18,29.63,-53.64,-57.11,39.36,50.09
0.241,1000,241.000,29.040,2.330,-32.17,29.63,-53.64,-57.11,39.36,50.09
0.242,1000,241.890,29.260,2.360,-32.17,29.64,-53.64,-57.11,39.36,50.09
0.243,1000,243.040,29.530,2.390,-32.17,29.64,-53.64,-57.11,39.36,50.09
0.244,1000,243.960,29.760,2.420,-32.17,29.64,-53.65,-57.11,39.35,50.09
0.245,1000,244.880,29.980,2.450,-32.17,29.64,-53.65,-57.11,39.35,50.09
0.246,1000,246.010,30.260,2.480,-32.17,29.64,-53.65,-57.1,39.35,50.09
0.247,1000,246.900,30.480,2.510,-32.17,29.64,-53.65,-57.1,39.35,50.09
0.248,1000,248.040,30.760,2.540,-32.17,29.64,-53.65,-57.1,39.35,50.09
0.249,1000,248.950,30.990,2.570,-32.16,29.65,-53.65,-57.1,39.35,50.09
0.250,1000,249.840,31.210,2.600,-32.16,29.65,-53.65,-57.1,39.35,50.09
0.251,1000,251.000,31.500,2.640,-32.16,29.65,-53.65,-57.1,39.35,50.09
0.252,1000,251.900,31.730,2.660,-32.16,29.65,-53.65,-57.1,39.34,50.09
0.253,1000,253.020,32.010,2.700,-32.16,29.65,-53.65,-57.1,39.34,50.09
0.254,1000,253.910,32.240,2.730,-32.16,29.65,-53.65,-57.1,39.34,50.09
0.255,1000,255.050,32.530,2.770,-32.16,29.65,-53.66,-57.1,39.34,50.08
0.256,1000,255.970,32.760,2.800,-32.15,29.66,-53.66,-57.1,39.34,50.08
0.257,1000,256.870,32.990,2.820,-32.15,29.66,-53.66,-57.09,39.34,50.08
0.258,1000,258.000,33.280,2.860,-32.15,29.66,-53.66,-57.09,39.34,50.08
0.259,1000,258.920,33.520,2.890,-32.15,29.66,-53.66,-57.09,39.33,50.08
0.260,1000,260.050,33.810,2.930,-32.15,29.66,-53.66,-57.09,39.33,50.08
0.261,1000,260.980,34.050,2.960,-32.15,29.66,-53.66,-57.09,39.33,50.08
0.262,1000,261.860,34.280,2.990,-32.15,29.66,-53.66,-57.09,39.33,50.08
0.263,1000,263.010,34.590,3.030,-32.14,29.67,-53.66,-57.09,39.33,50.08
0.264,1000,263.930,34.830,3.060,-32.14,29.67,-53.66,-57.09,39.33,50.08
0.265,1000,265.060,35.130,3.100,-32.14,29.67,-53.67,-57.09,39.33,50.08
0.266,1000,265.990,35.380,3.140,-32.14,29.67,-53.67,-57.09,39.32,50.08
0.267,1000,266.900,35.620,3.170,-32.14,29.67,-53.67,-57.09,39.32,50.08
0.268,1000,268.040,35.920,3.210,-32.14,29.67,-53.67,-57.08,39.32,50.08
0.269,1000,268.950,36.170,3.240,-32.14,29.68,-53.67,-57.08,39.32,50.08
0.270,1000,270.110,36.480,3.280,-32.13,29.68,-53.67,-57.08,39.32,50.08
0.271,1000,271.010,36.720,3.320,-32.13,29.68,-53.67,-57.08,39.32,50.08
0.272,1000,271.910,36.970,3.350,-32.13,29.68,-53.67,-57.08,39.32,50.08
0.273,1000,273.030,37.270,3.390,-32.13,29.68,-53.67,-57.08,39.31,50.08
0.274,1000,273.940,37.520,3.430,-32.13,29.68,-53.67,-57.08,39.31,50.08
0.275,1000,275.050,37.830,3.470,-32.13,29.69,-53.68,-57.08,39.31,50.08
0.276,1000,275.970,38.080,3.500,-32.12,29.69,-53.68,-57.08,39.31,50.07
0.277,1000,277.120,38.400,3.550,-32.12,29.69,-53.68,-57.07,39.31,50.07
0.278,1000,278.020,38.650,3.580,-32.12,29.69,-53.68,-57.07,39.31,50.07
0.279,1000,278.940,38.900,3.620,-32.12,29.69,-53.68,-57.07,39.3,50.07
0.280,1000,280.070,39.220,3.660,-32.12,29.69,-53.68,-57.07,39.3,50.07
0.281,1000,280.980,39.480,3.700,-32.12,29.7,-53.68,-57.07,39.3,50.07
0.282,1000,281.870,39.730,3.730,-32.11,29.7,-53.68,-57.07,39.3,50.07
0.283,1000,283.060,40.060,3.780,-32.11,29.7,-53.68,-57.07,39.3,50.07
0.284,1000,283.970,40.320,3.820,-32.11,29.7,-53.69,-57.07,39.3,50.07
0.285,1000,285.130,40.650,3.860,-32.11,29.7,-53.69,-57.07,39.29,50.07
0.286,1000,286.030,40.910,3.900,-32.11,29.7,-53.69,-57.06,39.29,50.07
0.287,1000,286.920,41.160,3.940,-32.11,29.71,-53.69,-57.06,39.29,50.07
0.288,1000,288.050,41.490,3.980,-32.1,29.71,-53.69,-57.06,39.29,50.07
0.289,1000,288.950,41.740,4.020,-32.1,29.71,-53.69,-57.06,39.29,50.07
0.290,1000,290.110,42.080,4.070,-32.1,29.71,-53.69,-57.06,39.29,50.07
0.291,1000,291.020,42.350,4.110,-32.1,29.71,-53.69,-57.06,39.28,50.07
0.292,1000,291.910,42.600,4.160,-32.1,29.72,-53.7,-57.06,39.28,50.07
0.293,1000,293.050,42.940,4.190,-32.09,29.72,-53.7,-57.06,39.28,50.07
0.294,1000,293.950,43.200,4.230,-32.09,29.72,-53.7,-57.06,39.28,50.06
0.295,1000,295.110,43.550,4.280,-32.09,29.72,-53.7,-57.05,39.28,50.06
0.296,1000,296.040,43.820,4.320,-32.09,29.72,-53.7,-57.05,39.28,50.06
0.297,1000,296.920,44.080,4.360,-32.09,29.73,-53.7,-57.05,39.27,50.06
0.298,1000,298.060,44.420,4.410,-32.08,29.73,-53.7,-57.05,39.27,50.06
0.299,1000,298.970,44.690,4.450,-32.08,29.73,-53.7,-57.05,39.27,50.06
0.300,1000,300.110,45.030,4.500,-32.08,29.73,-53.71,-57.05,39.27,50.06
0.301,1000,301.010,45.300,4.550,-32.08,29.73,-53.71,-57.05,39.27,50.06
0.302,1000,302.150,45.650,4.600,-32.08,29.74,-53.71,-57.05,39.26,50.06
